doc_id,fund_code,fund_name,period,period_end,schema_version,public_holding_rank,stock_code,stock_name,shares,fair_value_cny,nav_ratio_pct,source_page,announcement_url,file_url,source_pdf_sha256
SYN003_2025Q4,SYN003,绿色转型合成基金,2025Q4,2025-12-31,synthetic_v1,8,S00019,合成股票19,1080000,14000000,2.63,2,https://example.invalid/synthetic/SYN003_2025Q4,,7ccbc692afa767d2ef1246e01d0bdfdb26b1eca98f38d0d6bc2192a8b28b04ff
SYN003_2025Q4,SYN003,绿色转型合成基金,2025Q4,2025-12-31,synthetic_v1,9,S00020,合成股票20,1090000,14500000,2.33,2,https://example.invalid/synthetic/SYN003_2025Q4,,7ccbc692afa767d2ef1246e01d0bdfdb26b1eca98f38d0d6bc2192a8b28b04ff
SYN003_2025Q4,SYN003,绿色转型合成基金,2025Q4,2025-12-31,synthetic_v1,10,S00001,合成股票01,1100000,15000000,2.03,2,https://example.invalid/synthetic/SYN003_2025Q4,,7ccbc692afa767d2ef1246e01d0bdfdb26b1eca98f38d0d6bc2192a8b28b04ff
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,1,S00013,合成股票13,1010000,10500000,5.26,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,2,S00014,合成股票14,1020000,11000000,4.66,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,3,S00015,合成股票15,1030000,11500000,4.16,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,4,S00016,合成股票16,1040000,12000000,3.86,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,5,S00017,合成股票17,1050000,12500000,3.56,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,6,S00018,合成股票18,1060000,13000000,3.26,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,7,S00019,合成股票19,1070000,13500000,2.96,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,8,S00020,合成股票20,1080000,14000000,2.66,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,9,S00001,合成股票01,1090000,14500000,2.36,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,10,S00002,合成股票02,1100000,15000000,2.06,2,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,1,S00014,合成股票14,1010000,10500000,5.29,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,2,S00015,合成股票15,1020000,11000000,4.69,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,3,S00016,合成股票16,1030000,11500000,4.19,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,4,S00017,合成股票17,1040000,12000000,3.89,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,5,S00018,合成股票18,1050000,12500000,3.59,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,6,S00019,合成股票19,1060000,13000000,3.29,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,7,S00020,合成股票20,1070000,13500000,2.99,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,8,S00001,合成股票01,1080000,14000000,2.69,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,9,S00002,合成股票02,1090000,14500000,2.39,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,10,S00003,合成股票03,1100000,15000000,2.09,2,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
